vehicle,vclass,x_metres,y_metres,width_metres,height_metres,bb_x_metres,bb_y_metres,bb_x_homographed,bb_y_homographed,bb_x_homographed_normalised,bb_y_homographed_normalised,width_normalised,height_normalised,bb_x_normalised,bb_y_normalised,lon,lat,angle,color
0#0.0,0,482.37334367728465,287.9679621531737,1.8,1.5,483.27334367728463,288.7179621531737,344.71840142748147,464.20923948330864,0.02679297384015867,0.08009131115999113,0.00013990362194932378,0.00025879917184265007,0.03756205065111803,0.049813313000892624,92.87964184751812,56.03619060050632,177.27083076249872,"(255, 255, 0, 255)"
0#0.1,0,478.49798436820066,369.2770042335226,1.8,1.5,479.39798436820064,370.0270042335226,312.0498527699689,866.9765666215922,0.024253835906262153,0.14958187829910147,0.00013990362194932378,0.00025879917184265007,0.03726084131573143,0.06384178817003494,92.87957737762173,56.03692109109102,177.2703853772203,"(255, 255, 0, 255)"
0#0.2,0,488.3598963155992,521.3204527633499,1.8,1.5,489.2598963155992,522.0704527633499,667.2717375443923,-4147.9985281763475,0.051863184948266146,-0.7156657225977134,0.00013990362194932378,0.00025879917184265007,0.03802735087172386,0.09007426721244821,92.8797314048992,56.03828733601752,264.6243602029032,"(255, 255, 0, 255)"
0#0.3,0,497.78926671602295,522.207745990822,1.8,1.5,498.6892667160229,522.957745990822,709.0973762016782,-5257.705979415708,0.055114050691876124,-0.9071266355099564,0.00013990362194932378,0.00025879917184265007,0.03876024146712443,0.09022735438074914,92.87988271914392,56.038295455638675,265.1709885715662,"(255, 255, 0, 255)"
0#0.4,0,506.8206193240656,522.9129734240408,1.8,1.5,507.7206193240656,523.6629734240408,777.5058667241351,-7044.684244278055,0.06043104824530818,-1.2154389655414173,0.00013990362194932378,0.00025879917184265007,0.03946219643432812,0.09034902923120097,92.8800276504398,56.0383019330265,267.2053077138372,"(255, 255, 0, 255)"
0#0.5,0,518.188433889514,523.4678967157028,1.8,1.5,519.088433889514,524.2178967157028,985.6585421031094,-12375.393996401142,0.0766095555808417,-2.1351611449967463,0.00013990362194932378,0.00025879917184265007,0.04034575111841396,0.09044477169007983,92.88021008561128,56.03830709618995,267.2053077138372,"(255, 255, 0, 255)"
0#0.6,0,527.4036288497985,527.115357091181,1.8,1.5,528.3036288497984,527.865357091181,1126.294187327737,-17297.276167163698,0.087540353437567,-2.984347164797049,0.00013990362194932378,0.00025879917184265007,0.04106199509169893,0.0910740781730816,92.88035788584567,56.038340011631085,267.20451095203674,"(255, 255, 0, 255)"
0#0.7,0,534.5628925555401,530.6727511784687,1.8,1.5,535.4628925555401,531.4227511784687,1222.5146773922531,-21711.958670282682,0.09501901736299186,-3.7460246153006698,0.00013990362194932378,0.00025879917184265007,0.04161844338221203,0.09168784526888694,92.88047269158334,56.038372085703635,267.2045109520367,"(255, 255, 0, 255)"
1#0.0,0,481.10247857985405,473.83182539695224,1.8,1.5,482.002478579854,474.58182539695224,-238.42451150560376,8247.192717975224,-0.018531362622851218,1.4229110969591483,0.00013990362194932378,0.00025879917184265007,0.03746327363437385,0.08188092225620293,92.87961625341077,56.03786054334478,358.5187707492494,"(255, 255, 0, 255)"
1#0.1,0,481.30811865594444,465.87918507338543,1.8,1.5,482.2081186559444,466.62918507338543,-5.154133443647782,5141.927510576812,-0.00040060107598692535,0.8871510542748122,0.00013990362194932378,0.00025879917184265007,0.037479256851853285,0.08050883110306857,92.87961977626622,56.03778909313076,358.5187707492494,"(255, 255, 0, 255)"
1#0.10,0,496.9379713759988,116.82617264138096,1.8,1.5,497.8379713759988,117.57617264138096,367.29182360324285,203.84774093869387,0.02854747579692545,0.03517041769128603,0.00013990362194932378,0.00025879917184265007,0.03869407518855889,0.020285744072011898,92.87988036925016,56.03465314105339,357.27043818172797,"(255, 255, 0, 255)"
1#0.11,0,498.3792753594339,86.59489101580444,1.8,1.5,499.2792753594339,87.34489101580444,369.0087652183538,181.3235113066066,0.02868092376949742,0.031284249707834125,0.00013990362194932378,0.00025879917184265007,0.038806099437232545,0.015069856973051144,92.87990434305254,56.034381539305016,357.27043818172797,"(255, 255, 0, 255)"
1#0.12,0,499.26692452875477,67.97649244696636,1.8,1.5,500.16692452875475,68.72649244696636,369.94268040017784,169.0716561315913,0.02875351161201444,0.029170403059280762,0.00013990362194932378,0.00025879917184265007,0.03887509128934826,0.011857572885950029,92.87991910751767,56.03421426919327,357.27043818172797,"(255, 255, 0, 255)"
