vehicle,vclass,x_metres,y_metres,width_metres,height_metres,bb_x_metres,bb_y_metres,bb_x_homographed,bb_y_homographed,bb_x_homographed_normalised,bb_y_homographed_normalised,width_normalised,height_normalised,bb_x_normalised,bb_y_normalised,lon,lat,angle,color
0#0.10,0,495.9456226859027,522.0342611458824,1.8,1.5,496.8456226859027,522.7842611458824,699.379344086446,-4999.86956625243,0.054358724085686774,-0.8626414020449327,0.00013990362194932378,0.00025879917184265007,0.03861694564634716,0.09019742255795071,92.87985313396067,56.03829386809329,264.7408250245838,"(255, 255, 0, 255)"
0#0.11,0,507.21203526690124,526.1294169133753,1.8,1.5,508.1120352669012,526.8794169133753,720.085823848971,-6052.730683001251,0.05596811937268545,-1.0442944587648813,0.00013990362194932378,0.00025879917184265007,0.039492618938823346,0.09090397117207993,92.88003384291883,56.0383308384565,267.20451095203543,"(255, 255, 0, 255)"
0#0.12,0,515.4493258912004,526.5316375577942,1.8,1.5,516.3493258912004,527.2816375577942,801.2719099375346,-8300.101047032898,0.06227824575917414,-1.4320395181216181,0.00013990362194932378,0.00025879917184265007,0.04013285604626149,0.09097336741852902,92.88016603829878,56.038334580814904,267.2045109520354,"(255, 255, 0, 255)"
0#0.13,0,533.627074576774,527.4192432189116,1.8,1.5,534.527074576774,528.1692432189116,1880.472470446025,-38174.22693958257,0.14615828310632867,-6.586305545131568,0.00013990362194932378,0.00025879917184265007,0.041545707646259436,0.09112650849187569,92.88045776227153,56.03834283881213,267.20451095203543,"(255, 255, 0, 255)"
0#0.14,0,523.6725456467468,526.9331711323797,1.8,1.5,524.5725456467468,527.6831711323797,970.0151980864487,-12971.205212609115,0.07539368864343608,-2.2379581112162032,0.00013990362194932378,0.00025879917184265007,0.04077199950619826,0.09104264512290884,92.88029800788942,56.03833831663939,267.2045109520354,"(255, 255, 0, 255)"
0#0.15,0,534.6458308250996,530.6768009911742,1.8,1.5,535.5458308250995,531.4268009911742,1229.1256159298148,-21910.74547684174,0.09553284749959698,-3.780321855907822,0.00013990362194932378,0.00025879917184265007,0.04162488969571736,0.09168854399433647,92.88047402261205,56.03837212338005,267.2045109520354,"(255, 255, 0, 255)"
0#0.5,0,484.21191398808423,182.23895229829932,1.8,1.5,485.1119139880842,182.98895229829932,359.8108081687983,267.0080107894188,0.027966019599626787,0.04606763471176997,0.00013990362194932378,0.00025879917184265007,0.037704952120945455,0.03157159287410271,92.87967431001208,56.03524066762153,177.25039097322474,"(255, 255, 0, 255)"
0#0.6,0,486.1916766714536,207.77153300326847,1.8,1.5,487.09167667145357,208.52153300326847,357.95871927014184,300.95557986826645,0.027822067407907807,0.05192470322088793,0.00013990362194932378,0.00025879917184265007,0.03785882765983628,0.03597680003507047,92.87970536867584,56.03547010559323,177.27453876404337,"(255, 255, 0, 255)"
0#0.7,0,482.70230758916864,213.81910220979202,1.8,1.5,483.6023075891686,214.56910220979202,356.2262388946573,309.86314470616816,0.02768741169708202,0.053461550156343705,0.00013990362194932378,0.00025879917184265007,0.0375876191193198,0.03702020396994341,92.87964920018263,56.03552438762686,177.26561636548902,"(255, 255, 0, 255)"
0#0.8,0,486.0275987414517,144.22177625590135,1.8,1.5,486.9275987414517,144.97177625590135,363.2306032207813,226.1179236617993,0.02823182055190279,0.03901275425496882,0.00013990362194932378,0.00025879917184265007,0.03784607482834227,0.025012383757056823,92.87970451141267,56.034899116520755,177.27568952212815,"(255, 255, 0, 255)"
